"","Date","Open","High","Low","Close","Volume","VWAP","TWAP"
"1",2018-03-31,0.22093054,0.22904189,0.21746711,0.22000504,62580330.1470268,0.22296752,0.22272895
"2",2018-03-30,0.21918411,0.23216464,0.2064513,0.22037339,111615575.417962,0.21918156,0.2190777
"3",2018-03-29,0.25303626,0.25481256,0.22084939,0.22084939,101499018.175318,0.23508282,0.23636454
"4",2018-03-28,0.24860534,0.25746106,0.2474285,0.25281503,62631222.5394192,0.25200424,0.25207145
"5",2018-03-27,0.2637593,0.26563456,0.24611553,0.24896605,78517932.1397007,0.25453779,0.2545803
"6",2018-03-26,0.28750272,0.28859152,0.25426709,0.26398391,120442354.596123,0.27227438,0.27116269
"7",2018-03-25,0.27813115,0.3110524,0.2740679,0.28783517,184514696.152745,0.2866547,0.28386417
"8",2018-03-24,0.28063266,0.2889313,0.2759028,0.28048217,106334933.291775,0.28321405,0.283265
"9",2018-03-23,0.29548636,0.29548636,0.26726847,0.27918311,122721480.240865,0.27700287,0.27658241
"10",2018-03-22,0.28836589,0.3097999,0.27666749,0.29495095,185347500.951759,0.29224505,0.29212612
"11",2018-03-21,0.31029486,0.31153379,0.28490617,0.2889673,243401532.076138,0.30234169,0.3006717
"12",2018-03-20,0.2976487,0.34652244,0.27701258,0.30822047,415961753.511952,0.30948139,0.3074049
"13",2018-03-19,0.28198832,0.3159959,0.27497357,0.29602874,242345221.883137,0.28801697,0.28819064
"14",2018-03-18,0.27966732,0.28573661,0.22410793,0.28293301,198827810.309483,0.2495618,0.24944376
"15",2018-03-17,0.33669097,0.33780963,0.27737746,0.28051204,149052625.699141,0.29861405,0.30054116
"16",2018-03-16,0.37348521,0.38240909,0.33420215,0.33660434,103414020.481761,0.34983354,0.34885175
"17",2018-03-15,0.39423399,0.42356253,0.3343309,0.37121584,161273395.232839,0.36095452,0.36039326
"18",2018-03-14,0.46102577,0.52145871,0.37843423,0.39454866,237703098.559719,0.44961066,0.45288789
"19",2018-03-13,0.38678262,0.47481829,0.38599545,0.45638616,175130538.329792,0.42977763,0.42995865
"20",2018-03-12,0.34741972,0.41004653,0.34463357,0.38771942,160016708.33016,0.37674905,0.37208564
"21",2018-03-11,0.34295229,0.3605166,0.3356258,0.34746776,66384886.4572843,0.3480102,0.34782061
"22",2018-03-10,0.34026758,0.35897917,0.33878214,0.34361626,52700267.8427358,0.35066514,0.35080266
"23",2018-03-09,0.34115884,0.36624495,0.3216749,0.34035589,100527307.045481,0.34265308,0.34176668
"24",2018-03-08,0.29261445,0.36308446,0.28082512,0.34096734,130469919.469906,0.3313902,0.32670196
"25",2018-03-07,0.33621592,0.34156033,0.28499389,0.29298031,64633476.9272771,0.31626281,0.31719313
"26",2018-03-06,0.35104876,0.35635378,0.32940205,0.33615153,58354192.2313872,0.34311272,0.34227583
"27",2018-03-05,0.35503365,0.37459464,0.33337052,0.35191144,111335459.347622,0.35167454,0.35110268
"28",2018-03-04,0.37434072,0.37449019,0.34980673,0.35560668,93731751.9623228,0.355991,0.35635449
"29",2018-03-03,0.39374089,0.40451219,0.3726959,0.37598273,64755228.4838257,0.39059818,0.39157764
"30",2018-03-02,0.41857146,0.42305163,0.3933792,0.39388947,39342656.2311393,0.40538994,0.40522665
