"","Date","Open","High","Low","Close","Volume","VWAP","TWAP"
"1",2018-03-31,0.14280861,0.15906857,0.14031706,0.15185533,247524377.531501,0.14855536,0.14822346
"2",2018-03-30,0.14234137,0.14898715,0.13224566,0.14291639,211524584.939918,0.14032848,0.14028008
"3",2018-03-29,0.15761071,0.1580092,0.13933359,0.14267653,243680379.833771,0.14862781,0.14882565
"4",2018-03-28,0.15233191,0.16258905,0.15128822,0.15721064,172069653.041226,0.15763841,0.15779117
"5",2018-03-27,0.16443913,0.16615908,0.14925834,0.15297732,225847172.702447,0.1560108,0.15608882
"6",2018-03-26,0.18174499,0.18281825,0.1573775,0.16494936,282394699.54866,0.16762189,0.16907025
"7",2018-03-25,0.18469326,0.18709529,0.17908855,0.1818578,183229727.214618,0.18302428,0.18311228
"8",2018-03-24,0.18758886,0.20157438,0.18063774,0.18764543,310967119.086454,0.18796032,0.18780723
"9",2018-03-23,0.19881555,0.19881555,0.17994904,0.18657802,221757145.823179,0.1861783,0.18601347
"10",2018-03-22,0.20783932,0.21686711,0.18547352,0.19849117,285601159.334405,0.20139464,0.20141152
"11",2018-03-21,0.20119262,0.22388498,0.1989919,0.20741205,319681132.517678,0.21203882,0.21205933
"12",2018-03-20,0.19079322,0.20665566,0.17555914,0.19979271,317241473.103295,0.18919053,0.18981352
"13",2018-03-19,0.15441595,0.18713522,0.15402759,0.18572491,435844168.259627,0.16777499,0.16771492
"14",2018-03-18,0.15200911,0.16065476,0.12464686,0.15526146,412370523.584409,0.13966229,0.13941257
"15",2018-03-17,0.17544575,0.17609354,0.15099094,0.15255975,184275115.691705,0.1646495,0.16507511
"16",2018-03-16,0.18161109,0.1827892,0.17145249,0.17582178,169111301.068663,0.17793537,0.17810032
"17",2018-03-15,0.19284189,0.1956841,0.16866475,0.18135893,241024514.819643,0.17927322,0.17931344
"18",2018-03-14,0.21781236,0.22896415,0.18781843,0.19318956,222251798.099473,0.21080607,0.21115836
"19",2018-03-13,0.21685231,0.22547256,0.20969866,0.21763441,171402716.649157,0.21749344,0.2173169
"20",2018-03-12,0.21809475,0.23104053,0.20913849,0.21743444,251529005.801836,0.21945577,0.21945618
"21",2018-03-11,0.20141586,0.22216574,0.19019056,0.21924022,150059281.898416,0.20596619,0.20512713
"22",2018-03-10,0.21484214,0.22101438,0.19901302,0.20200267,146392884.44873,0.21263095,0.21234518
"23",2018-03-09,0.21301117,0.21681876,0.18516026,0.21555735,253180688.672601,0.19927253,0.19946669
"24",2018-03-08,0.24100052,0.24703815,0.21154945,0.2142277,196468917.607728,0.22925597,0.22847631
"25",2018-03-07,0.27723201,0.27946711,0.22480782,0.24064036,248129118.507645,0.25590079,0.25866607
"26",2018-03-06,0.2917852,0.29721678,0.27641375,0.27770739,151244125.055243,0.2860822,0.28525203
"27",2018-03-05,0.2968953,0.31853051,0.28917501,0.29333742,253939344.404982,0.29938668,0.29850288
"28",2018-03-04,0.29022775,0.30091745,0.28237902,0.29876638,142627970.615054,0.28928029,0.28934362
"29",2018-03-03,0.28886565,0.30578714,0.28667541,0.29022441,176355477.000792,0.29340205,0.29347986
"30",2018-03-02,0.29900573,0.30168036,0.28343707,0.28897972,168956983.698515,0.29014448,0.28990104
"31",2018-03-01,0.30189702,0.30838822,0.28101946,0.29979775,230484617.661705,0.29827898,0.29773713
"32",2018-02-28,0.32787318,0.32999403,0.30217928,0.30251467,140234217.238556,0.31482799,0.31535751
"33",2018-02-27,0.32413175,0.33494863,0.31868015,0.3291973,133065629.420122,0.32635285,0.32652995
"34",2018-02-26,0.32670603,0.33263161,0.30541902,0.32352785,178678939.807917,0.31965995,0.31994113
"35",2018-02-25,0.30055385,0.33636872,0.29650329,0.32365565,223671261.015023,0.31189724,0.30886575
"36",2018-02-24,0.32096991,0.3294512,0.2919742,0.30103597,102617712.312971,0.31119558,0.3097106
"37",2018-02-23,0.31253109,0.33308024,0.30263467,0.32086608,146485549.588661,0.31670535,0.31637763
"38",2018-02-22,0.33026377,0.34414774,0.30578083,0.31218427,126536234.908095,0.32501135,0.32438894
"39",2018-02-21,0.34797071,0.35694227,0.32971526,0.33064218,166975727.952691,0.33929009,0.33939546
"40",2018-02-20,0.37557963,0.38360445,0.34620352,0.34774138,179855696.439753,0.37064672,0.37091037
"41",2018-02-19,0.36417471,0.3835765,0.36327415,0.37554196,129921175.780587,0.37501952,0.37499687
"42",2018-02-18,0.4115062,0.4115062,0.36121546,0.3663152,135552021.321714,0.38160322,0.38073843
"43",2018-02-17,0.39204042,0.41700962,0.38723976,0.41022232,192879617.579246,0.40176842,0.40098997
"44",2018-02-16,0.38717939,0.39359488,0.37106993,0.39136571,150454672.874432,0.38427447,0.38410957
"45",2018-02-15,0.39042872,0.40004806,0.37533617,0.38807159,137143196.894355,0.38836256,0.38827178
"46",2018-02-14,0.3541146,0.39211641,0.35162394,0.3899976,169152622.201478,0.37030339,0.36964421
"47",2018-02-13,0.37057191,0.37156361,0.34329491,0.35488689,143858956.335074,0.35557492,0.35571427
"48",2018-02-12,0.3526211,0.37943507,0.3526211,0.36926306,136592232.578469,0.36734867,0.36710797
"49",2018-02-11,0.38427562,0.38427562,0.34588868,0.35142537,49677850.6602303,0.36168451,0.36104513
"50",2018-02-10,0.37834093,0.43407384,0.36284583,0.38530643,135950718.779424,0.39755806,0.3937906
"51",2018-02-09,0.35095093,0.38277192,0.33150269,0.37857794,159236753.90774,0.35628149,0.35507847
"52",2018-02-08,0.33074316,0.36470799,0.32966257,0.3504959,153481438.957193,0.34992219,0.34996037
"53",2018-02-07,0.36103638,0.38037307,0.3240272,0.3312476,178943651.553365,0.35212655,0.35283316
"54",2018-02-06,0.31404722,0.36866198,0.25867369,0.36630651,304425211.382489,0.30884069,0.30751314
"55",2018-02-05,0.38288492,0.39184098,0.28715711,0.3123763,230109704.743175,0.34176466,0.34196507
"56",2018-02-04,0.46010283,0.48183336,0.360902,0.38836907,209530541.203116,0.43256092,0.42823385
"57",2018-02-03,0.40002808,0.49985386,0.34416434,0.45591735,428573383.836967,0.41291432,0.41847399
"58",2018-02-02,0.41046799,0.41046799,0.28517157,0.40121426,641203835.462544,0.35851306,0.35741798
"59",2018-02-01,0.50112467,0.51543004,0.38070019,0.4118977,309463246.062182,0.4430175,0.45274206
"60",2018-01-31,0.5065949,0.5071243,0.46508196,0.49952844,173294824.333423,0.49002559,0.48999255
"61",2018-01-30,0.59206616,0.59206616,0.49413467,0.50032727,185093299.66903,0.54445515,0.54620756
"62",2018-01-29,0.63491934,0.63491934,0.58726899,0.59446417,138410735.022496,0.59895621,0.59930471
"63",2018-01-28,0.61998391,0.64871418,0.61589775,0.63426164,121450022.116587,0.6280548,0.62802293
"64",2018-01-27,0.62427174,0.63325387,0.5958307,0.61810191,102831556.319491,0.61595353,0.61692991
"65",2018-01-26,0.63581916,0.65280866,0.565056,0.62453253,215196213.912934,0.61564448,0.61395681
"66",2018-01-25,0.63194142,0.68617394,0.62229553,0.63784798,262451644.309766,0.64488913,0.64397402
"67",2018-01-24,0.56373006,0.64063176,0.54390222,0.62371535,279726414.699447,0.59448674,0.58784688
"68",2018-01-23,0.56620642,0.5892292,0.52005387,0.55811177,168483907.843066,0.55975799,0.55911059
"69",2018-01-22,0.61714403,0.63045579,0.5192047,0.57102468,122210093.044511,0.5803619,0.58118018
"70",2018-01-21,0.70858045,0.70858045,0.58797336,0.61130138,110120951.570713,0.63995298,0.63668276
"71",2018-01-20,0.65443525,0.72249373,0.65067681,0.70893536,155141077.275084,0.69140829,0.69149102
"72",2018-01-19,0.65178331,0.68578916,0.61259123,0.649445,164076928.722251,0.65056495,0.65036963
"73",2018-01-18,0.63395069,0.70961856,0.59002248,0.65679784,224598925.797499,0.6565584,0.65726488
"74",2018-01-17,0.6223055,0.68221219,0.43345549,0.63034866,309544655.037238,0.5481087,0.54593944
"75",2018-01-16,0.77518312,0.77938414,0.47521005,0.62497041,318012434.785114,0.65778399,0.65755374
"76",2018-01-15,0.79376357,0.87592092,0.77188877,0.77474006,276612104.742252,0.82223669,0.82161617
"77",2018-01-14,0.87742479,0.87742479,0.73784797,0.79405027,201343126.278985,0.79290982,0.78912383
"78",2018-01-13,0.90229209,0.95953134,0.83083743,0.87873919,351410560.259442,0.89007424,0.88920526
"79",2018-01-12,0.68647436,0.93382307,0.64092752,0.89081901,426863339.996172,0.7713147,0.76562894
"80",2018-01-11,0.78502402,0.78502402,0.56072089,0.68064331,338179104.127672,0.70718054,0.70796741
"81",2018-01-10,0.8000098,0.80331456,0.66714283,0.78240401,302721866.337377,0.74548414,0.74642862
"82",2018-01-09,0.89235816,0.91437328,0.77802831,0.80101261,251434042.684623,0.86272849,0.86128299
